numerai_ticker,ticker_cleaned,name,market_country,trends_us
KRTX,KRTX,karuna therapeutics,us,
CMBM,CMBM,cambium networks,us,
MDLA,MDLA,medallia,us,
MIRM,MIRM,mirum pharmaceuticals,us,
PHR,PHR,phreesia,us,
HCAT,HCAT,health catalyst,us,
NOVA,NOVA,sunnova energy international,us,
CSTL,CSTL,castle biosciences,us,
KRUS,KRUS,kura sushi usa,us,
RAPT,RAPT,rapt therapeutics,us,
DT,DT,dynatrace,us,
ONEW,ONEW,onewater marine,us,
CFB,CFB,crossfirst bankshares,us,
OPRT,OPRT,oportun financial,us,
NVST,NVST,envista holdings,us,
OPCH,OPCH,option care health,us,
SWTX,SWTX,springworks therapeutics,us,
NET,NET,cloudflare,us,
CRNC,CRNC,cerence,us,
PING,PING,ping identity holding,us,
DDOG,DDOG,datadog,us,
PTON,PTON,peloton interactive,us,
VIR,VIR,vir biotechnology,us,
IGMS,IGMS,igm biosciences,us,
TXG,TXG,10x genomics,us,
PNTG,PNTG,pennant group,us,
FREQ,FREQ,frequency therapeutics,us,
BRBR,BRBR,bellring brands,us,
PGNY,PGNY,progyny,us,
BEAM,BEAM,beam therapeutics,us,
PHAT,PHAT,phathom pharmaceuticals,us,
OYST,OYST,oyster point pharma,us,
GRTX,GRTX,galera therapeutics,us,
ETNB,ETNB,89bio,us,
SITM,SITM,sitime,us,
SPCE,SPCE,virgin galactic holdings,us,
AHCO,AHCO,adapthealth,us,
BILL,BILL,billcom holdings,us,
REYN,REYN,reynolds consumer products,us,
SPT,SPT,sprout social,us,
ARNC,ARNC,arconic,us,
IMVT,IMVT,immunovant,us,
ONEM,ONEM,1life healthcare,us,
ARQT,ARQT,arcutis biotherapeutics,us,
PPD,PPD,ppd,us,
CSPR,CSPR,casper sleep,us,
SDGR,SDGR,schrödinger,us,
BDTX,BDTX,black diamond therapeutics,us,
RVMD,RVMD,revolution medicines,us,
PASG,PASG,passage bio,us,
VRT,VRT,vertiv holdings,us,
PAE,PAE,pae,us,
OTIS,OTIS,otis worldwide,us,
CARR,CARR,carrier global,us,
AZEK,AZEK,azek,us,
ALTG,ALTG,alta equipment group,us,
SLQT,SLQT,selectquote,us,
NARI,NARI,inari medical,us,
ACCD,ACCD,accolade,us,
ORIC,ORIC,oric pharmaceuticals,us,
GDYN,GDYN,grid dynamics holdings,us,
ZNTL,ZNTL,zentalis pharmaceuticals,us,
MSGE,MSGE,madison square garden entertainment,us,
KROS,KROS,keros therapeutics,us,
PLRX,PLRX,pliant therapeutics,us,
RNA,RNA,avidity biosciences,us,
RPRX,RPRX,royalty pharma,us,
AMTI,AMTI,applied molecular transport,us,
VRM,VRM,vroom,us,
ACEL,ACEL,accel entertainment,us,
FMTX,FMTX,forma therapeutics holdings,us,
AKUS,AKUS,akouos,us,
GBIO,GBIO,generation bio,us,
PCVX,PCVX,vaxcyte,us,
GOCO,GOCO,gohealth,us,
TIG,TIG,trean insurance group,us,
RXT,RXT,rackspace technology,us,
NKTX,NKTX,nkarta,us,
BLI,BLI,berkeley lights,us,
RLAY,RLAY,relay therapeutics,us,
ITOS,ITOS,iteos therapeutics,us,
IAC,IAC,iacinteractivecorp,us,
ALXO,ALXO,alx oncology holdings,us,
NCNO,NCNO,ncino,us,
JAMF,JAMF,jamf holding,us,
MEG,MEG,montrose environmental group,us,
RKT,RKT,rocket companies,us,
VITL,VITL,vital farms,us,
OSH,OSH,oak street health,us,
BIGC,BIGC,bigcommerce holdings,us,
AFIB,AFIB,acutus medical,us,
NRIX,NRIX,nurix therapeutics,us,
ANNX,ANNX,annexon,us,
DCT,DCT,duck creek technologies,us,
KYMR,KYMR,kymera therapeutics,us,
AOUT,AOUT,american outdoor brands,us,
SBGI,SBGI,sinclair broadcast group,us,
DISH,DISH,dish network,us,
HA,HA,hawaiian holdings,us,
PLAY,PLAY,dave buster's entertainment,us,
SYX,SYX,systemax,us,
WAB,WAB,westinghouse air brake technologies,us,
EAF,EAF,graftech international,us,
AAWW,AAWW,atlas air worldwide holdings,us,
KFRC,KFRC,kforce,us,
IART,IART,integra lifesciences holdings,us,
ACGL,ACGL,arch capital group,us,
SMSI,SMSI,smith micro software,us,
MD,MD,mednax,us,
NOVT,NOVT,novanta,us,
RE,RE,everest re group,us,
MYGN,MYGN,myriad genetics,us,
RNR,RNR,renaissancere holdings,us,
THG,THG,hanover insurance group,us,
POOL,POOL,pool,us,
DVA,DVA,davita,us,
BANR,BANR,banner,us,
OPK,OPK,opko health,us,
HSIC,HSIC,henry schein,us,
AEIS,AEIS,advanced energy industries,us,
EL,EL,estée lauder companies,us,
WAT,WAT,waters,us,
SAM,SAM,boston beer,us,
FFIC,FFIC,flushing financial,us,
IVAC,IVAC,intevac,us,
NTAP,NTAP,netapp,us,
NWPX,NWPX,northwest pipe,us,
NVAX,NVAX,novavax,us,
CTXS,CTXS,citrix systems,us,
NUAN,NUAN,nuance communications,us,
HTLF,HTLF,heartland financial usa,us,
TGTX,TGTX,tg therapeutics,us,
MSM,MSM,msc industrial direct,us,
HIG,HIG,hartford financial services group,us,
SCCO,SCCO,southern copper,us,
LNDC,LNDC,landec,us,
CMCO,CMCO,columbus mckinnon,us,
ALXN,ALXN,alexion pharmaceuticals,us,
CSGS,CSGS,csg systems international,us,
HUBG,HUBG,hub group,us,
CENX,CENX,century aluminum,us,
SASR,SASR,sandy spring bancorp,us,
TRV,TRV,travelers companies,us,
SYKE,SYKE,sykes enterprises,us,
FCN,FCN,fti consulting,us,
TUP,TUP,tupperware brands,us,
NBIX,NBIX,neurocrine biosciences,us,
SSNC,SSNC,ssc technologies holdings,us,
SBSI,SBSI,southside bancshares,us,
RUSHA,RUSHA,rush enterprises,us,
ANSS,ANSS,ansys,us,
DCOM,DCOM,dime community bancshares,us,
FDS,FDS,factset research systems,us,
QGEN,QGEN,qiagen,us,
OCFC,OCFC,oceanfirst financial,us,
PEGA,PEGA,pegasystems,us,
STRA,STRA,strategic education,us,
GERN,GERN,geron,us,
TTEC,TTEC,ttec holdings,us,
GES,GES,guess',us,
SRCL,SRCL,stericycle,us,
ANF,ANF,abercrombie fitch,us,
ENDP,ENDP,endo international,us,
SPPI,SPPI,spectrum pharmaceuticals,us,
ATRS,ATRS,antares pharma,us,
BJRI,BJRI,bj's restaurants,us,
HIBB,HIBB,hibbett sports,us,
WTFC,WTFC,wintrust financial,us,
PAG,PAG,penske automotive group,us,
TGI,TGI,triumph group,us,
NOV,NOV,nov,us,
UNFI,UNFI,united natural foods,us,
PLUS,PLUS,eplus,us,
NUS,NUS,nu skin enterprises,us,
STLD,STLD,steel dynamics,us,
FORR,FORR,forrester research,us,
VSAT,VSAT,viasat,us,
DGX,DGX,quest diagnostics,us,
LAD,LAD,lithia motors,us,
HLIO,HLIO,helios technologies,us,
CALM,CALM,calmaine foods,us,
NSP,NSP,insperity,us,
CERS,CERS,cerus,us,
VCEL,VCEL,vericel,us,
MTN,MTN,vail resorts,us,
CIEN,CIEN,ciena,us,
SLGN,SLGN,silgan holdings,us,
KMX,KMX,carmax,us,
EEFT,EEFT,euronet worldwide,us,
SSB,SSB,south state,us,
TTWO,TTWO,taketwo interactive software,us,
FBC,FBC,flagstar bancorp,us,
RMBS,RMBS,rambus,us,
AMZN,AMZN,amazoncom,us,True
UCBI,UCBI,united community banks,us,
QRVO,QRVO,qorvo,us,
SRPT,SRPT,sarepta therapeutics,us,
RL,RL,ralph lauren,us,
MMS,MMS,maximus,us,
SLP,SLP,simulations plus,us,
PPBI,PPBI,pacific premier bancorp,us,
FIX,FIX,comfort systems usa,us,
HLX,HLX,helix energy solutions group,us,
AROC,AROC,archrock,us,
HSKA,HSKA,heska,us,
EGHT,EGHT,8x8,us,
OZK,OZK,bank ozk,us,
JLL,JLL,jones lang lasalle,us,
QADA,QADA,qad,us,
UMPQ,UMPQ,umpqua holdings,us,
BFAM,BFAM,bright horizons family solutions,us,
PSMT,PSMT,pricesmart,us,
MTOR,MTOR,meritor,us,
YUM,YUM,yum! brands,us,
FARO,FARO,faro technologies,us,
PLCE,PLCE,children's place,us,
NAT,NAT,nordic american tankers,us,
CAC,CAC,camden national,us,
SRI,SRI,stoneridge,us,
OSIS,OSIS,osi systems,us,
CHRW,CHRW,ch robinson worldwide,us,
CHH,CHH,choice hotels international,us,
DRQ,DRQ,drilquip,us,
MBWM,MBWM,mercantile bank,us,
CWST,CWST,casella waste systems,us,
GPI,GPI,group 1 automotive,us,
MTD,MTD,mettlertoledo international,us,
MOFG,MOFG,midwestone financial group,us,
SAH,SAH,sonic automotive,us,
AMG,AMG,affiliated managers group,us,
INGR,INGR,ingredion,us,
POWI,POWI,power integrations,us,
URI,URI,united rentals,us,
HOPE,HOPE,hope bancorp,us,
HFWA,HFWA,heritage financial,us,
SCS,SCS,steelcase,us,
VRSN,VRSN,verisign,us,
MRCY,MRCY,mercury systems,us,
PWR,PWR,quanta services,us,
CNXN,CNXN,pc connection,us,
SRDX,SRDX,surmodics,us,
OSPN,OSPN,onespan,us,
FHI,FHI,federated hermes,us,
TPB,TPB,turning point brands,us,
AMCR,AMCR,amcor,us,
NLSN,NLSN,nielsen holdings,us,
NCLH,NCLH,norwegian cruise line holdings,us,
PAYS,PAYS,paysign,us,
BRKL,BRKL,brookline bancorp,us,
COLM,COLM,columbia sportswear,us,
UUUU,UUUU,energy fuels,us,
PGC,PGC,peapackgladstone financial,us,
PFBC,PFBC,preferred bank,us,
HTBK,HTBK,heritage commerce,us,
LBAI,LBAI,lakeland bancorp,us,
MANH,MANH,manhattan associates,us,
AXTI,AXTI,axt,us,
HZO,HZO,marinemax,us,
EGBN,EGBN,eagle bancorp,us,
CTSH,CTSH,cognizant technology solutions,us,
RH,RH,rh,us,
DOX,DOX,amdocs,us,
CSGP,CSGP,costar group,us,
RSG,RSG,republic services,us,
SMED,SMED,sharps compliance,us,
EBAY,EBAY,ebay,us,
GS,GS,goldman sachs group,us,True
SWBI,SWBI,smith wesson brands,us,
PB,PB,prosperity bancshares,us,
SNBR,SNBR,sleep number,us,
GDEN,GDEN,golden entertainment,us,
EFSC,EFSC,enterprise financial services,us,
STL,STL,sterling bancorp,us,
NVDA,NVDA,nvidia,us,True
AXL,AXL,american axle manufacturing holdings,us,
AUD,AUD,audacy,us,
EWBC,EWBC,east west bancorp,us,
APTV,APTV,aptiv,us,
EPAY,EPAY,bottomline technologies (de),us,
KFY,KFY,korn ferry,us,
MKSI,MKSI,mks instruments,us,
BKNG,BKNG,booking holdings,us,
TREX,TREX,trex,us,
CFFN,CFFN,capitol federal financial,us,
EXTR,EXTR,extreme networks,us,
HSII,HSII,heidrick struggles international,us,
CNX,CNX,cnx resources,us,
TOWN,TOWN,townebank,us,
WCC,WCC,wesco international,us,
USCR,USCR,us concrete,us,
FFIV,FFIV,f5 networks,us,
SKX,SKX,skechers usa,us,
UTHR,UTHR,united therapeutics,us,
FISI,FISI,financial institutions,us,
JNPR,JNPR,juniper networks,us,
PWFL,PWFL,powerfleet,us,
ECPG,ECPG,encore capital group,us,
JCOM,JCOM,j2 global,us,
BMRN,BMRN,biomarin pharmaceutical,us,
LII,LII,lennox international,us,
PRFT,PRFT,perficient,us,
FLWS,FLWS,1800flowerscom,us,
NTCT,NTCT,netscout systems,us,
EGAN,EGAN,egain,us,
BLK,BLK,blackrock,us,True
CIR,CIR,circor international,us,
WWE,WWE,world wrestling entertainment,us,
SFST,SFST,southern first bancshares,us,
AKAM,AKAM,akamai technologies,us,
GAIA,GAIA,gaia,us,
PLUG,PLUG,plug power,us,
NEO,NEO,neogenomics,us,
IDN,IDN,intellicheck,us,
KTOS,KTOS,kratos defense security solutions,us,
CHTR,CHTR,charter communications,us,True
EXPE,EXPE,expedia group,us,
ONTO,ONTO,onto innovation,us,
A,A,agilent technologies,us,
TDY,TDY,teledyne technologies,us,
PKG,PKG,packaging america,us,
ZYXI,ZYXI,zynex,us,
AGEN,AGEN,agenus,us,
SLAB,SLAB,silicon laboratories,us,
EW,EW,edwards lifesciences,us,
EPC,EPC,edgewell personal care,us,
RIGL,RIGL,rigel pharmaceuticals,us,
LMNX,LMNX,luminex,us,
CCMP,CCMP,cmc materials,us,
HSTM,HSTM,healthstream,us,
MET,MET,metlife,us,
LXRX,LXRX,lexicon pharmaceuticals,us,
LPSN,LPSN,liveperson,us,
SGMO,SGMO,sangamo therapeutics,us,
EXEL,EXEL,exelixis,us,
ON,ON,on semiconductor,us,
CEVA,CEVA,ceva,us,
RBBN,RBBN,ribbon communications,us,
NRG,NRG,nrg energy,us,
INSM,INSM,insmed,us,
PACW,PACW,pacwest bancorp,us,
VC,VC,visteon,us,
ISRG,ISRG,intuitive surgical,us,
CRL,CRL,charles river laboratories international,us,
MRVL,MRVL,marvell technology,us,
BHLB,BHLB,berkshire hills bancorp,us,
ENTG,ENTG,entegris,us,
ACLS,ACLS,axcelis technologies,us,
MAXR,MAXR,maxar technologies,us,
ARNA,ARNA,arena pharmaceuticals,us,
ILMN,ILMN,illumina,us,
BRKR,BRKR,bruker,us,
SRGA,SRGA,surgalign holdings,us,
PNFP,PNFP,pinnacle financial partners,us,
MCO,MCO,moody's,us,
TTMI,TTMI,ttm technologies,us,
AWH,AWH,aspira women's health,us,
DRRX,DRRX,durect,us,
ITGR,ITGR,integer holdings,us,
TPR,TPR,tapestry,us,
TNET,TNET,trinet group,us,
EXAS,EXAS,exact sciences,us,
RGP,RGP,resources connection,us,
ALGN,ALGN,align technology,us,
GRMN,GRMN,garmin,us,
SGEN,SGEN,seagen,us,
HBIO,HBIO,harvard bioscience,us,
DVAX,DVAX,dynavax technologies,us,
ACAD,ACAD,acadia pharmaceuticals,us,
GPN,GPN,global payments,us,
OIS,OIS,oil states international,us,
BTU,BTU,peabody energy,us,
SYNA,SYNA,synaptics,us,
MDLZ,MDLZ,mondelez international,us,
OMCL,OMCL,omnicell,us,
PRU,PRU,prudential financial,us,
ACN,ACN,accenture,us,True
AXON,AXON,axon enterprise,us,
ADS,ADS,alliance data systems,us,
WLTW,WLTW,willis towers watson public,us,
MVBF,MVBF,mvb financial,us,
CCRN,CCRN,cross country healthcare,us,
BG,BG,bunge,us,
PDFS,PDFS,pdf solutions,us,
AMN,AMN,amn healthcare services,us,
ZBH,ZBH,zimmer biomet holdings,us,
ABG,ABG,asbury automotive group,us,
XPO,XPO,xpo logistics,us,
ANTM,ANTM,anthem,us,
GME,GME,gamestop,us,
WW,WW,ww international,us,
CNC,CNC,centene,us,
PFG,PFG,principal financial group,us,
AAP,AAP,advance auto parts,us,
AYI,AYI,acuity brands,us,
MANT,MANT,mantech international,us,
CORT,CORT,corcept therapeutics,us,
CUTR,CUTR,cutera,us,
CCOI,CCOI,cogent communications holdings,us,
VRNT,VRNT,verint systems,us,
JBLU,JBLU,jetblue airways,us,
NFLX,NFLX,netflix,us,True
CVGW,CVGW,calavo growers,us,
CPSI,CPSI,computer programs systems,us,
OSTK,OSTK,overstockcom,us,
ACM,ACM,aecom,us,
BDSI,BDSI,biodelivery sciences international,us,
TDG,TDG,transdigm group,us,
FORM,FORM,formfactor,us,
RRGB,RRGB,red robin gourmet burgers,us,
NPO,NPO,enpro industries,us,
CME,CME,cme group,us,
NXST,NXST,nexstar media group,us,
WYNN,WYNN,wynn resorts,us,
NDAQ,NDAQ,nasdaq,us,
BANC,BANC,banc california,us,
CIT,CIT,cit group,us,
DKS,DKS,dick's sporting goods,us,
CRI,CRI,carter's,us,
PFS,PFS,provident financial services,us,
TCBI,TCBI,texas capital bancshares,us,
PRAA,PRAA,pra group,us,
SAIA,SAIA,saia,us,
XEC,XEC,cimarex energy,us,
HALO,HALO,halozyme therapeutics,us,
FBMS,FBMS,first bancshares,us,
MOH,MOH,molina healthcare,us,
AXS,AXS,axis capital holdings,us,
NTGR,NTGR,netgear,us,
MODV,MODV,modivcare,us,
ATSG,ATSG,air transport services group,us,
LKQ,LKQ,lkq,us,
XPER,XPER,xperi holding,us,
SNX,SNX,synnex,us,
AEL,AEL,american equity investment life holding,us,
CONN,CONN,conn's,us,
TPX,TPX,tempur sealy international,us,
HTH,HTH,hilltop holdings,us,
AIZ,AIZ,assurant,us,
CMP,CMP,compass minerals international,us,
VST,VST,vistra,us,
CRM,CRM,salesforcecom,us,True
MEIP,MEIP,mei pharma,us,
AGO,AGO,assured guaranty,us,
GNW,GNW,genworth financial,us,
CYTK,CYTK,cytokinetics,us,
SP,SP,sp plus,us,
MKTX,MKTX,marketaxess holdings,us,
BGS,BGS,bg foods,us,
DPZ,DPZ,domino's pizza,us,
MA,MA,mastercard,us,True
GOOGL,GOOGL,alphabet,us,True
GOOG,GOOG,alphabet,us,True
MNKD,MNKD,mannkind,us,
WTI,WTI,wt offshore,us,
STXS,STXS,stereotaxis,us,
TXRH,TXRH,texas roadhouse,us,
BECN,BECN,beacon roofing supply,us,
SFL,SFL,sfl,us,
WLK,WLK,westlake chemical,us,
MRTX,MRTX,mirati therapeutics,us,
SBNY,SBNY,signature bank,us,
VVI,VVI,viad,us,
MPWR,MPWR,monolithic power systems,us,
ENS,ENS,enersys,us,
ORA,ORA,ormat technologies,us,
MIC,MIC,macquarie infrastructure,us,
LVS,LVS,las vegas sands,us,
KRNY,KRNY,kearny financial,us,
HURN,HURN,huron consulting group,us,
CNSL,CNSL,consolidated communications holdings,us,
MOS,MOS,mosaic,us,
CYRX,CYRX,cryoport,us,
CE,CE,celanese,us,
INBK,INBK,first internet bancorp,us,
PBH,PBH,prestige consumer healthcare,us,
ULH,ULH,universal logistics holdings,us,
DLB,DLB,dolby laboratories,us,
WEX,WEX,wex,us,
XPEL,XPEL,xpel,us,
HUN,HUN,huntsman,us,
LHCG,LHCG,lhc group,us,
EXLS,EXLS,exlservice holdings,us,
LAZ,LAZ,lazard,us,
AX,AX,axos financial,us,
CORE,CORE,coremark holding,us,
DXCM,DXCM,dexcom,us,
MNOV,MNOV,medicinova,us,
INFO,INFO,ihs markit,us,
RLGT,RLGT,radiant logistics,us,
ZUMZ,ZUMZ,zumiez,us,
BLDR,BLDR,builders firstsource,us,
KOP,KOP,koppers holdings,us,
ICE,ICE,intercontinental exchange,us,
EVRI,EVRI,everi holdings,us,
EGLE,EGLE,eagle bulk shipping,us,
ATRC,ATRC,atricure,us,
RUTH,RUTH,ruth's hospitality group,us,
WAL,WAL,western alliance bancorporation,us,
JRVR,JRVR,james river group holdings,us,
GNK,GNK,genco shipping trading,us,
CF,CF,cf industries holdings,us,
CTSO,CTSO,cytosorbents,us,
THS,THS,treehouse foods,us,
DISCA,DISCA,discovery,us,
DISCK,DISCK,discovery,us,
TROX,TROX,tronox holdings,us,
ISBC,ISBC,investors bancorp,us,
IRBT,IRBT,irobot,us,
SPR,SPR,spirit aerosystems holdings,us,
ACCO,ACCO,acco brands,us,
ROLL,ROLL,rbc bearings,us,
AMSF,AMSF,amerisafe,us,
HOMB,HOMB,home bancshares (conway ar),us,
BKD,BKD,brookdale senior living,us,
AMP,AMP,ameriprise financial,us,
CROX,CROX,crocs,us,
SPWR,SPWR,sunpower,us,
UAA,UAA,under armour,us,
LDOS,LDOS,leidos holdings,us,
ZIOP,ZIOP,ziopharm oncology,us,
DHT,DHT,dht holdings,us,
FNF,FNF,fidelity national financial,us,
LYV,LYV,live nation entertainment,us,
UEC,UEC,uranium energy,us,
HEES,HEES,he equipment services,us,
CMG,CMG,chipotle mexican grill,us,
FIS,FIS,fidelity national information services,us,
KRA,KRA,kraton,us,
VNDA,VNDA,vanda pharmaceuticals,us,
AVXL,AVXL,anavex life sciences,us,
MWA,MWA,mueller water products,us,
ATEC,ATEC,alphatec holdings,us,
VG,VG,vonage holdings,us,
DK,DK,delek us holdings,us,
LUNA,LUNA,luna innovations,us,
SNCR,SNCR,synchronoss technologies,us,
GFN,GFN,general finance,us,
PFPT,PFPT,proofpoint,us,
GOGO,GOGO,gogo,us,
CUBI,CUBI,customers bancorp,us,
HTBI,HTBI,hometrust bancshares,us,
RDUS,RDUS,radius health,us,
POST,POST,post holdings,us,
SPLK,SPLK,splunk,us,
FB,FB,facebook,us,True
FANG,FANG,diamondback energy,us,
PSX,PSX,phillips 66,us,
ASPU,ASPU,aspen group,us,
PBYI,PBYI,puma biotechnology,us,
GMED,GMED,globus medical,us,
NOW,NOW,servicenow,us,
BLMN,BLMN,bloomin' brands,us,
PANW,PANW,palo alto networks,us,
FIVE,FIVE,five below,us,
RLGY,RLGY,realogy holdings,us,
PGTI,PGTI,pgt innovations,us,
CVLT,CVLT,commvault systems,us,
PTCT,PTCT,ptc therapeutics,us,
QRTEA,QRTEA,qurate retail,us,
SEM,SEM,select medical holdings,us,
KBR,KBR,kbr,us,
EHTH,EHTH,ehealth,us,
LMAT,LMAT,lemaitre vascular,us,
INFU,INFU,infusystem holdings,us,
ICFI,ICFI,icf international,us,
TNL,TNL,travel + leisure,us,
EVR,EVR,evercore,us,
ORBC,ORBC,orbcomm,us,
ALGT,ALGT,allegiant travel,us,
FOLD,FOLD,amicus therapeutics,us,
WU,WU,western union,us,
CELH,CELH,celsius holdings,us,
HBI,HBI,hanesbrands,us,
FSLR,FSLR,first solar,us,
FRST,FRST,primis financial,us,
WLDN,WLDN,willdan group,us,
PRIM,PRIM,primoris services,us,
AWI,AWI,armstrong world industries,us,
SBH,SBH,sally beauty holdings,us,
IPGP,IPGP,ipg photonics,us,
CPRX,CPRX,catalyst pharmaceuticals,us,
ATHX,ATHX,athersys,us,
EBS,EBS,emergent biosolutions,us,
AIMC,AIMC,altra industrial motion,us,
TAST,TAST,carrols restaurant group,us,
CLNE,CLNE,clean energy fuels,us,
AVAV,AVAV,aerovironment,us,
NCMI,NCMI,national cinemedia,us,
SMCI,SMCI,super micro computer,us,
EIG,EIG,employers holdings,us,
PRTS,PRTS,carpartscom,us,
HROW,HROW,harrow health,us,
ARAY,ARAY,accuray,us,
IBKR,IBKR,interactive brokers group,us,
UFS,UFS,domtar,us,
BR,BR,broadridge financial solutions,us,
FRBA,FRBA,first bank,us,
CNK,CNK,cinemark holdings,us,
CAI,CAI,cai international,us,
TTGT,TTGT,techtarget,us,
PODD,PODD,insulet,us,
INFN,INFN,infinera,us,
JAZZ,JAZZ,jazz pharmaceuticals,us,
LLNW,LLNW,limelight networks,us,
CDXC,CDXC,chromadex,us,
DFS,DFS,discover financial services,us,
PRO,PRO,pros holdings,us,
SCOR,SCOR,comscore,us,
MASI,MASI,masimo,us,
ALSN,ALSN,allison transmission holdings,us,
G,G,genpact,us,
VMW,VMW,vmware,us,
TDC,TDC,teradata,us,
MSCI,MSCI,msci,us,
LPLA,LPLA,lpl financial holdings,us,
CVI,CVI,cvr energy,us,
ULTA,ULTA,ulta beauty,us,
APEI,APEI,american public education,us,
ENSG,ENSG,ensign group,us,
LL,LL,lumber liquidators holdings,us,
SCU,SCU,sculptor capital management,us,
NFBK,NFBK,northfield bancorp (staten island ny),us,
TITN,TITN,titan machinery,us,
LRN,LRN,stride,us,
ACBI,ACBI,atlantic capital bancshares,us,
OESX,OESX,orion energy systems,us,
FOR,FOR,forestar group,us,
SATS,SATS,echostar,us,
EBSB,EBSB,meridian bancorp,us,
CSII,CSII,cardiovascular systems,us,
AWK,AWK,american water works,us,
V,V,visa,us,True
CFX,CFX,colfax,us,
FN,FN,fabrinet,us,
HCCI,HCCI,heritagecrystal clean,us,
PM,PM,philip morris international,us,True
HI,HI,hillenbrand,us,
CCXI,CCXI,chemocentryx,us,
ZGNX,ZGNX,zogenix,us,
SWI,SWI,solarwinds,us,
ERII,ERII,energy recovery,us,
KKR,KKR,kkr,us,
VRS,VRS,verso,us,
NX,NX,quanex building products,us,
CDNA,CDNA,caredx,us,
FLDM,FLDM,fluidigm,us,
CDXS,CDXS,codexis,us,
IPI,IPI,intrepid potash,us,
ECHO,ECHO,echo global logistics,us,
MRC,MRC,mrc global,us,
IOVA,IOVA,iovance biotherapeutics,us,
LOPE,LOPE,grand canyon education,us,
SB,SB,safe bulkers,us,
MG,MG,mistras group,us,
BKI,BKI,black knight,us,
ATVI,ATVI,activision blizzard,us,
TREE,TREE,lendingtree,us,
JBT,JBT,john bean technologies,us,
RXN,RXN,rexnord,us,
BERY,BERY,berry global group,us,
MYRG,MYRG,myr group,us,
VRSK,VRSK,verisk analytics,us,
AVGO,AVGO,broadcom,us,True
MDRX,MDRX,allscripts healthcare solutions,us,
GPRE,GPRE,green plains,us,
DMRC,DMRC,digimarc,us,
SLCA,SLCA,us silica holdings,us,
ADUS,ADUS,addus homecare,us,
TXMD,TXMD,therapeuticsmd,us,
H,H,hyatt hotels,us,
FTNT,FTNT,fortinet,us,
KAR,KAR,kar auction services,us,
OMER,OMER,omeros,us,
RCM,RCM,r1 rcm,us,
IRDM,IRDM,iridium communications,us,
GNRC,GNRC,generac holdings,us,
CALX,CALX,calix,us,
ST,ST,sensata technologies holding,us,
CRMD,CRMD,cormedix,us,
SPSC,SPSC,sps commerce,us,
AVEO,AVEO,aveo pharmaceuticals,us,
MSGN,MSGN,msg networks,us,
FIBK,FIBK,first interstate bancsystem,us,
APO,APO,apollo global management,us,
IRWD,IRWD,ironwood pharmaceuticals,us,
PLOW,PLOW,douglas dynamics,us,
QNST,QNST,quinstreet,us,
EXPR,EXPR,express,us,
STNG,STNG,scorpio tankers,us,
GDOT,GDOT,green dot,us,
CBOE,CBOE,cboe global markets,us,
MXL,MXL,maxlinear,us,
ENV,ENV,envestnet,us,
AOSL,AOSL,alpha omega semiconductor,us,
FLT,FLT,fleetcor technologies,us,
NPTN,NPTN,neophotonics,us,
AMRS,AMRS,amyris,us,
FAF,FAF,first american financial,us,
TSLA,TSLA,tesla,us,True
AMRC,AMRC,ameresco,us,
VPG,VPG,vishay precision group,us,
VRA,VRA,vera bradley,us,
BWXT,BWXT,bwx technologies,us,
ASMB,ASMB,assembly biosciences,us,
HZNP,HZNP,horizon therapeutics public,us,
WD,WD,walker dunlop,us,
CLAR,CLAR,clarus,us,
EVTC,EVTC,evertec,us,
PACB,PACB,pacific biosciences california,us,
TRGP,TRGP,targa resources,us,
SAVE,SAVE,spirit airlines,us,
CSOD,CSOD,cornerstone ondemand,us,
CMRE,CMRE,costamare,us,
BKU,BKU,bankunited,us,
PCRX,PCRX,pacira biosciences,us,
BAH,BAH,booz allen hamilton holding,us,
ACRX,ACRX,acelrx pharmaceuticals,us,
REVG,REVG,rev group,us,
SUPN,SUPN,supernus pharmaceuticals,us,
KOS,KOS,kosmos energy,us,
AL,AL,air lease,us,
WIFI,WIFI,boingo wireless,us,
HII,HII,huntington ingalls industries,us,
THR,THR,thermon group holdings,us,
SEAS,SEAS,seaworld entertainment,us,
SXC,SXC,suncoke energy,us,
ARMK,ARMK,aramark,us,
CHEF,CHEF,chefs' warehouse,us,
MPC,MPC,marathon petroleum,us,
ZG,ZG,zillow group,us,
LIVX,LIVX,livexlive media,us,
HMST,HMST,homestreet,us,
MSBI,MSBI,midland states bancorp,us,
RM,RM,regional management,us,
GRPN,GRPN,groupon,us,
AMCX,AMCX,amc networks,us,
ENPH,ENPH,enphase energy,us,
ASPN,ASPN,aspen aerogels,us,
TSE,TSE,trinseo,us,
TLYS,TLYS,tilly's,us,
ZNGA,ZNGA,zynga,us,
REGI,REGI,renewable energy group,us,
PRLB,PRLB,proto labs,us,
EPAM,EPAM,epam systems,us,
BCEI,BCEI,bonanza creek energy,us,
VCRA,VCRA,vocera communications,us,
MTSI,MTSI,macom technology solutions holdings,us,
CHUY,CHUY,chuy's holdings,us,
MTDR,MTDR,matador resources,us,
BCOV,BCOV,brightcove,us,
FBHS,FBHS,fortune brands home security,us,
FRG,FRG,franchise group,us,
CG,CG,carlyle group,us,
XYL,XYL,xylem,us,
ENVA,ENVA,enova international,us,
GO,GO,grocery outlet holding,us,
VVNT,VVNT,vivint smart home,us,
