,numerai_ticker,ticker_cleaned,name,market_country
2153,ULE.L,ULE,ultra electronics holdings,gb
2154,SN.L,SN,smith nephew,gb
2155,GSK.L,GSK,glaxosmithkline,gb
2156,VCT.L,VCT,victrex,gb
2157,MGGT.L,MGGT,meggitt,gb
2158,MNZS.L,MNZS,john menzies,gb
2159,MGAM.L,MGAM,morgan advanced materials,gb
2160,MRW.L,MRW,wm morrison supermarkets,gb
2161,NEX.L,NEX,national express group,gb
2162,BT-A.L,BT,bt group,gb
2163,CCL.L,CCL,carnival,gb
2164,MKS.L,MKS,marks spencer group,gb
2165,KGF.L,KGF,kingfisher,gb
2166,STAN.L,STAN,standard chartered,gb
2167,HSBA.L,HSBA,hsbc holdings,gb
2168,RIO.L,RIO,rio tinto group,gb
2169,BARC.L,BARC,barclays,gb
2170,DLG.L,DLG,direct line insurance group,gb
2171,EMG.L,EMG,man group,gb
2172,BKG.L,BKG,berkeley group holdings,gb
2173,IGG.L,IGG,ig group holdings,gb
2174,MCRO.L,MCRO,micro focus international,gb
2175,VSVS.L,VSVS,vesuvius,gb
2176,WPP.L,WPP,wpp,gb
2177,ESNT.L,ESNT,essentra,gb
2178,CRST.L,CRST,crest nicholson holdings,gb
2179,NG.L,NG,national grid,gb
2180,888.L,888,888 holdings,gb
2181,PFC.L,PFC,petrofac,gb
2182,HIK.L,HIK,hikma pharmaceuticals,gb
2183,RMG.L,RMG,royal mail,gb
2184,ARW.L,ARW,arrow global group,gb
2185,STCK.L,STCK,stock spirits group,gb
2186,JUST.L,JUST,just group,gb
2187,BVIC.L,BVIC,britvic,gb
2188,LRE.L,LRE,lancashire holdings,gb
2189,AO.L,AO,ao world,gb
2190,QQ.L,QQ,qinetiq group,gb
2191,RTN.L,RTN,restaurant group,gb
2192,SOLG.L,SOLG,solgold,gb
2193,PETS.L,PETS,pets at home group,gb
2195,CARD.L,CARD,card factory,gb
2196,LSEG.L,LSEG,london stock exchange group,gb
2197,ULVR.L,ULVR,unilever,gb
2198,PTEC.L,PTEC,playtech,gb
2199,BME.L,BME,bm european value retail,gb
2200,SSPG.L,SSPG,ssp group,gb
2201,SVS.L,SVS,savills,gb
2202,CMCX.L,CMCX,cmc markets,gb
2203,CINE.L,CINE,cineworld group,gb
2204,CCC.L,CCC,computacenter,gb
2205,INDV.L,INDV,indivior,gb
2206,VOD.L,VOD,vodafone group,gb
2207,INVP.L,INVP,investec group,gb
2208,SLA.L,SLA,standard life aberdeen,gb
2209,PNN.L,PNN,pennon group,gb
2210,JLG.L,JLG,john laing group,gb
2211,WIZZ.L,WIZZ,wizz air holdings,gb
2212,PZC.L,PZC,pz cussons,gb
2213,EXPN.L,EXPN,experian,gb
2214,AUTO.L,AUTO,auto trader group,gb
2215,SNN.L,SNN,sanne group,gb
2216,SVT.L,SVT,severn trent,gb
2217,ADAP,ADAP,adaptimmune therapeutics,us
2218,MAB.L,MAB,mitchells butlers,gb
2219,ASHM.L,ASHM,ashmore group,gb
2220,DNLM.L,DNLM,dunelm group,gb
2221,HSX.L,HSX,hiscox,gb
2222,HOC.L,HOC,hochschild mining,gb
2223,SIG.L,SIG,signature aviation,gb
2224,MARS.L,MARS,marston's,gb
2225,WTB.L,WTB,whitbread,gb
2226,RNK.L,RNK,rank group,gb
2227,OTB.L,OTB,on beach group,gb
2228,MRO.L,MRO,melrose industries,gb
2229,EQN.L,EQN,equiniti group,gb
2230,IBST.L,IBST,ibstock,gb
2231,GYM.L,GYM,gym group,gb
2232,SCT.L,SCT,softcat,gb
2233,VEC.L,VEC,vectura group,gb
2234,NCC.L,NCC,ncc group,gb
2235,MNDI.L,MNDI,mondi,gb
2236,CSP.L,CSP,countryside properties,gb
2237,FRAS.L,FRAS,frasers group,gb
2238,ASCL.L,ASCL,ascential,gb
2239,BEZ.L,BEZ,beazley,gb
2240,DOM.L,DOM,domino's pizza group,gb
2241,FORT.L,FORT,forterra,gb
2242,DRX.L,DRX,drax group,gb
2243,SGC.L,SGC,stagecoach group,gb
2244,HL.L,HL,hargreaves lansdown,gb
2245,SRE.L,SRE,sirius real estate,gb
2246,IHG.L,IHG,intercontinental hotels group,gb
2247,SMIN.L,SMIN,smiths group,gb
2248,AAL.L,AAL,anglo american,gb
2249,III.L,III,3i group,gb
2250,PFG.L,PFG,provident financial,gb
2251,CPI.L,CPI,capita,gb
2252,MONY.L,MONY,moneysupermarketcom group,gb
2254,GYS.L,GYS,gamesys group,gb
2255,RB.L,RB,reckitt benckiser group,gb
2256,TYMN.L,TYMN,tyman,gb
2257,RMV.L,RMV,rightmove,gb
2258,REL.L,REL,relx,gb
2259,PAG.L,PAG,paragon banking group,gb
2260,CTEC.L,CTEC,convatec group,gb
2261,TIFS.L,TIFS,ti fluid systems,gb
2262,BIFF.L,BIFF,biffa,gb
2263,SMWH.L,SMWH,wh smith,gb
2264,IWG.L,IWG,iwg,gb
2265,FRES.L,FRES,fresnillo,gb
2266,UU.L,UU,united utilities group,gb
2267,DLAR.L,DLAR,de la rue,gb
2268,BOY.L,BOY,bodycote,gb
2269,GLO.L,GLO,contourglobal,gb
2270,SBRE.L,SBRE,sabre insurance group,gb
2271,GRG.L,GRG,greggs,gb
2272,IHP.L,IHP,integrafin holdings,gb
2273,AVV.L,AVV,aveva group,gb
2274,ENOG.L,ENOG,energean,gb
2275,VVO.L,VVO,vivo energy,gb
2276,QLT.L,QLT,quilter,gb
2277,AUTL,AUTL,autolus therapeutics,us
2278,AVST.L,AVST,avast,gb
2279,DAVA,DAVA,endava,us
2280,PHNX.L,PHNX,phoenix group holdings,gb
2281,SFOR.L,SFOR,s4 capital,gb
2282,ORTX,ORTX,orchard therapeutics,us
2283,INF.L,INF,informa,gb
2284,FERG.L,FERG,ferguson,gb
2285,WOSG.L,WOSG,watches switzerland group,gb
2286,AJB.L,AJB,aj bell,gb
2287,AAF.L,AAF,airtel africa,gb
2288,TRN.L,TRN,trainline,gb
2289,REDD.L,REDD,redde northgate,gb
2290,MNG.L,MNG,mg,gb
2291,HTWS.L,HTWS,helios towers,gb
2292,N91.L,N91,ninety one group,gb
2293,SAGA.L,SAGA,saga,gb
2294,OSB.L,OSB,osb group,gb
2295,TCAP.L,TCAP,tp icap group,gb
2296,CNE.L,CNE,cairn energy,gb
2297,DC.L,DC,dixons carphone,gb
2298,ENQ.L,ENQ,enquest,gb
2299,INCH.L,INCH,inchcape,gb
3139,VIST,VIST,vista oil gas de,us
3140,AIR,AIR,aar,us
3141,AAL,AAL,american airlines group,us
3142,PNW,PNW,pinnacle west capital,us
3143,PRG,PRG,prog holdings,us
3144,ABT,ABT,abbott laboratories,us
3145,AMD,AMD,advanced micro devices,us
3146,APD,APD,air products chemicals,us
3147,ALK,ALK,alaska air group,us
3148,MATX,MATX,matson,us
3149,HON,HON,honeywell international,us
3150,SWKS,SWKS,skyworks solutions,us
3151,HES,HES,hess,us
3152,ABM,ABM,abm industries,us
3153,PRI,PRI,primerica,us
3154,ECOL,ECOL,us ecology,us
3155,AEP,AEP,american electric power,us
3156,AXP,AXP,american express,us
3157,AFL,AFL,aflac,us
3158,AIG,AIG,american international group,us
3159,AMSWA,AMSWA,american software,us
3160,AME,AME,ametek,us
3161,AMGN,AMGN,amgen,us
3162,ADI,ADI,analog devices,us
3163,ANDE,ANDE,andersons,us
3164,NBR,NBR,nabors industries,us
3165,APA,APA,apa,us
3166,APOG,APOG,apogee enterprises,us
3167,AAPL,AAPL,apple,us
3168,AMAT,AMAT,applied materials,us
3169,EPAC,EPAC,enerpac tool group,us
3170,ADM,ADM,archerdanielsmidland,us
3171,ARCB,ARCB,arcbest,us
3172,ARW,ARW,arrow electronics,us
3173,ASH,ASH,ashland global holdings,us
3174,ATRO,ATRO,astronics,us
3175,ADSK,ADSK,autodesk,us
3176,ADP,ADP,automatic data processing,us
3177,AVY,AVY,avery dennison,us
3178,AVT,AVT,avnet,us
3179,AZZ,AZZ,azz,us
3180,BMI,BMI,badger meter,us
3181,BCPC,BCPC,balchem,us
3182,BLL,BLL,ball,us
3183,BPOP,BPOP,popular,us
3184,BOH,BOH,bank hawaii,us
3185,BK,BK,bank new york mellon,us
3186,B,B,barnes group,us
3187,BAX,BAX,baxter international,us
3188,AIT,AIT,applied industrial technologies,us
3189,BDX,BDX,becton dickinson,us
3190,VZ,VZ,verizon communications,us
3191,BRK-B,BRK,berkshire hathaway,us
3192,BBY,BBY,best buy,us
3193,BIO,BIO,biorad laboratories,us
3194,BKH,BKH,black hills,us
3195,HRB,HRB,hr block,us
3196,BA,BA,boeing,us
3197,RHI,RHI,robert half international,us
3198,BRC,BRC,brady,us
3199,BMY,BMY,bristolmyers squibb,us
3200,BF-B,BF,brownforman,us
3201,BF-A,BF,brownforman,us
3202,CAL,CAL,caleres,us
3203,BC,BC,brunswick,us
3204,MTZ,MTZ,mastec,us
3205,UIS,UIS,unisys,us
3206,RAMP,RAMP,liveramp holdings,us
3207,CI,CI,cigna,us
3208,CSX,CSX,csx,us
3209,CTS,CTS,cts,us
3210,CBT,CBT,cabot,us
3211,CACI,CACI,caci international,us
3212,CAMP,CAMP,calamp,us
3213,CWT,CWT,california water service group,us
3214,CPB,CPB,campbell soup,us
3215,STZ,STZ,constellation brands,us
3216,CAH,CAH,cardinal health,us
3217,CSL,CSL,carlisle companies,us
3218,CRS,CRS,carpenter technology,us
3219,CASY,CASY,casey's general stores,us
3220,CAT,CAT,caterpillar,us
3221,CVCO,CVCO,cavco industries,us
3222,LUMN,LUMN,lumen technologies,us
3223,MGLN,MGLN,magellan health,us
3224,CMD,CMD,cantel medical,us
3225,CHE,CHE,chemed,us
3226,JPM,JPM,jpmorgan chase,us
3227,CPK,CPK,chesapeake utilities,us
3228,CVX,CVX,chevron,us
3229,EAT,EAT,brinker international,us
3230,CHD,CHD,church dwight,us
3231,CHDN,CHDN,churchill downs,us
3232,CTAS,CTAS,cintas,us
3233,IHRT,IHRT,iheartmedia,us
3234,CLF,CLF,clevelandcliffs,us
3235,CLX,CLX,clorox,us
3236,KO,KO,cocacola,us
3237,CDE,CDE,coeur mining,us
3238,COHR,COHR,coherent,us
3239,COHU,COHU,cohu,us
3240,CL,CL,colgatepalmolive,us
3241,AON,AON,aon,us
3242,CMCSA,CMCSA,comcast,us
3243,CMA,CMA,comerica,us
3244,CBSH,CBSH,commerce bancshares,us
3245,C,C,citigroup,us
3246,CMC,CMC,commercial metals,us
3247,CAR,CAR,avis budget group,us
3248,DXC,DXC,dxc technology,us
3249,CMTL,CMTL,comtech telecommunications,us
3250,CAG,CAG,conagra brands,us
3251,SSTK,SSTK,shutterstock,us
3252,ED,ED,consolidated edison,us
3253,CMS,CMS,cms energy,us
3254,CLR,CLR,continental resources,us
3255,CTB,CTB,cooper tire rubber,us
3256,COO,COO,cooper companies,us
3257,TAP,TAP,molson coors beverage,us
3258,GLW,GLW,corning,us
3259,CBRL,CBRL,cracker barrel old country store,us
3260,CR,CR,crane,us
3261,OMF,OMF,onemain holdings,us
3262,CCK,CCK,crown holdings,us
3263,CUB,CUB,cubic,us
3264,CFR,CFR,cullenfrost bankers,us
3265,CMI,CMI,cummins,us
3266,CW,CW,curtisswright,us
3267,WEN,WEN,wendy's,us
3268,DAN,DAN,dana,us
3269,DHR,DHR,danaher,us
3270,TGT,TGT,target,us
3271,DE,DE,deere,us
3272,DAL,DAL,delta air lines,us
3273,DLX,DLX,deluxe,us
3274,DTE,DTE,dte energy,us
3275,ATGE,ATGE,adtalem global education,us
3276,DBD,DBD,diebold nixdorf,us
3277,DDS,DDS,dillard's,us
3278,DIOD,DIOD,diodes,us
3279,DIS,DIS,walt disney,us
3280,DG,DG,dollar general,us
3281,D,D,dominion energy,us
3282,DCI,DCI,donaldson,us
3283,DOV,DOV,dover,us
3284,DD,DD,dupont de nemours,us
3285,OMC,OMC,omnicom group,us
3286,DCO,DCO,ducommun,us
3287,DUK,DUK,duke energy,us
3288,DNB,DNB,dun bradstreet holdings,us
3289,FLS,FLS,flowserve,us
3290,DY,DY,dycom industries,us
3291,PKI,PKI,perkinelmer,us
3292,ETN,ETN,eaton,us
3293,ECL,ECL,ecolab,us
3294,EMR,EMR,emerson electric,us
3295,ATO,ATO,atmos energy,us
3296,EFX,EFX,equifax,us
3297,EQT,EQT,eqt,us
3298,EXPD,EXPD,expeditors international washington,us
3299,BOOM,BOOM,dmc global,us
3300,IIIN,IIIN,insteel industries,us
3301,XOM,XOM,exxon mobil,us
3302,FMC,FMC,fmc,us
3303,NEE,NEE,nextera energy,us
3304,FARM,FARM,farmer bros,us
3305,FDX,FDX,fedex,us
3306,FSS,FSS,federal signal,us
3307,M,M,macy's,us
3308,FOE,FOE,ferro,us
3309,FITB,FITB,fifth third bancorp,us
3310,RF,RF,regions financial,us
3311,TRMK,TRMK,trustmark,us
3312,MTB,MTB,mt bank,us
3313,USB,USB,us bancorp,us
3314,FHN,FHN,first horizon,us
3315,FLO,FLO,flowers foods,us
3316,FLR,FLR,fluor,us
3317,F,F,ford motor,us
3318,FELE,FELE,franklin electric,us
3319,BEN,BEN,franklin resources,us
3320,FUL,FUL,hb fuller,us
3321,GATX,GATX,gatx,us
3322,AJG,AJG,arthur j gallagher,us
3323,TGNA,TGNA,tegna,us
3324,GPS,GPS,gap,us
3325,AJRD,AJRD,aerojet rocketdyne holdings,us
3326,GD,GD,general dynamics,us
3327,GE,GE,general electric,us
3328,GIS,GIS,general mills,us
3329,ALLY,ALLY,ally financial,us
3330,GM,GM,general motors,us
3331,SPXC,SPXC,spx,us
3332,GCO,GCO,genesco,us
3333,GNTX,GNTX,gentex,us
3334,GPC,GPC,genuine parts,us
3335,GT,GT,goodyear tire rubber,us
3336,GRA,GRA,w r grace,us
3337,GGG,GGG,graco,us
3338,GWW,GWW,ww grainger,us
3339,GTN,GTN,gray television,us
3340,GEF,GEF,greif,us
3341,MGI,MGI,moneygram international,us
3342,HAL,HAL,halliburton,us
3343,LHX,LHX,l3harris technologies,us
3344,HSC,HSC,harsco,us
3345,HAS,HAS,hasbro,us
3346,HVT,HVT,haverty furniture companies,us
3347,HE,HE,hawaiian electric industries,us
3348,HCSG,HCSG,healthcare services group,us
3349,STRL,STRL,sterling construction,us
3350,HL,HL,hecla mining,us
3351,HEI,HEI,heico,us
3352,KHC,KHC,kraft heinz,us
3353,HELE,HELE,helen troy,us
3354,HP,HP,helmerich payne,us
3355,HSY,HSY,hershey,us
3356,HPQ,HPQ,hp,us
3357,HXL,HXL,hexcel,us
3358,HRC,HRC,hillrom holdings,us
3359,HLT,HLT,hilton worldwide holdings,us
3360,HFC,HFC,hollyfrontier,us
3361,HD,HD,home depot,us
3362,HNI,HNI,hni,us
3363,HRL,HRL,hormel foods,us
3364,CNP,CNP,centerpoint energy,us
3365,HUBB,HUBB,hubbell,us
3366,JBHT,JBHT,jb hunt transport services,us
3367,HBAN,HBAN,huntington bancshares,us
3368,ITT,ITT,itt,us
3369,IDA,IDA,idacorp,us
3370,ITW,ITW,illinois tool works,us
3371,TT,TT,trane technologies,us
3372,RYI,RYI,ryerson holding,us
3373,GFF,GFF,griffon,us
3374,INTC,INTC,intel,us
3375,INS,INS,intelligent systems,us
3376,TILE,TILE,interface,us
3377,IBM,IBM,international business machines,us
3378,IFF,IFF,international flavors fragrances,us
3379,NAV,NAV,navistar international,us
3380,IDCC,IDCC,interdigital,us
3381,IP,IP,international paper,us
3382,IPG,IPG,interpublic group companies,us
3383,J,J,jacobs engineering group,us
3384,EME,EME,emcor group,us
3385,JNJ,JNJ,johnson johnson,us
3386,JCI,JCI,johnson controls international,us
3387,KLAC,KLAC,kla,us
3388,KMI,KMI,kinder morgan,us
3389,KAMN,KAMN,kaman,us
3390,KSU,KSU,kansas city southern,us
3391,EVRG,EVRG,evergy,us
3392,K,K,kellogg,us
3393,KELYA,KELYA,kelly services,us
3394,KMT,KMT,kennametal,us
3395,KBAL,KBAL,kimball international,us
3396,KMB,KMB,kimberlyclark,us
3397,KEX,KEX,kirby,us
3398,KR,KR,kroger,us
3399,LZB,LZB,lazboy,us
3400,SR,SR,spire,us
3401,LRCX,LRCX,lam research,us
3402,LANC,LANC,lancaster colony,us
3403,LEG,LEG,leggett platt,us
3404,LEN,LEN,lennar,us
3405,LEN-B,LEN,lennar,us
3406,LLY,LLY,eli lilly,us
3407,LB,LB,l brands,us
3408,LECO,LECO,lincoln electric holdings,us
3409,LNC,LNC,lincoln national,us
3410,LMT,LMT,lockheed martin,us
3411,RRC,RRC,range resources,us
3412,LPX,LPX,louisianapacific,us
3413,LOW,LOW,lowe's companies,us
3414,LDL,LDL,lydall,us
3415,MDC,MDC,mdc holdings,us
3416,MDU,MDU,mdu resources group,us
3417,MTW,MTW,manitowoc,us
3418,MRO,MRO,marathon oil,us
3419,MCS,MCS,marcus,us
3420,MMC,MMC,marsh mclennan companies,us
3421,MAS,MAS,masco,us
3422,MAT,MAT,mattel,us
3423,MKC,MKC,mccormick,us
3424,MCD,MCD,mcdonald's,us
3425,MGRC,MGRC,mcgrath rentcorp,us
3426,SPGI,SPGI,sp global,us
3427,MCK,MCK,mckesson,us
3428,MDT,MDT,medtronic,us
3429,CVS,CVS,cvs health,us
3430,MRK,MRK,merck,us
3431,MDP,MDP,meredith,us
3432,MLAB,MLAB,mesa laboratories,us
3433,MEI,MEI,methode electronics,us
3434,MU,MU,micron technology,us
3435,ETR,ETR,entergy,us
3436,MSEX,MSEX,middlesex water,us
3437,MLHR,MLHR,herman miller,us
3438,MSA,MSA,msa safety,us
3439,MMM,MMM,3m,us
3440,ALE,ALE,allete,us
3441,MOD,MOD,modine manufacturing,us
3442,QDEL,QDEL,quidel,us
3443,MOG-A,MOG,moog,us
3444,MSI,MSI,motorola solutions,us
3445,MUR,MUR,murphy oil,us
3446,MYE,MYE,myers industries,us
3447,VTRS,VTRS,viatris,us
3448,BAC,BAC,bank america,us
3449,NCR,NCR,ncr,us
3450,NSSC,NSSC,napco security technologies,us
3451,NFG,NFG,national fuel gas,us
3452,THC,THC,tenet healthcare,us
3453,NJR,NJR,new jersey resources,us
3454,NYT,NYT,new york times,us
3455,NWL,NWL,newell brands,us
3456,NEM,NEM,newmont,us
3457,NR,NR,newpark resources,us
3458,NKE,NKE,nike,us
3459,NDSN,NDSN,nordson,us
3460,JWN,JWN,nordstrom,us
3461,NSC,NSC,norfolk southern,us
3462,ES,ES,eversource energy,us
3463,NI,NI,nisource,us
3464,XEL,XEL,xcel energy,us
3465,NTRS,NTRS,northern trust,us
3466,NOC,NOC,northrop grumman,us
3467,TEX,TEX,terex,us
3468,NWN,NWN,northwest natural holding,us
3469,NWE,NWE,northwestern,us
3470,WFC,WFC,wells fargo,us
3471,NUE,NUE,nucor,us
3472,OXY,OXY,occidental petroleum,us
3473,OII,OII,oceaneering international,us
3474,ITI,ITI,iteris,us
3475,FE,FE,firstenergy,us
3476,OGE,OGE,oge energy,us
3477,OLN,OLN,olin,us
3478,OKE,OKE,oneok,us
3479,OTTR,OTTR,otter tail,us
3480,OMI,OMI,owens minor,us
3481,OC,OC,owens corning,us
3482,OI,OI,oi glass,us
3483,OXM,OXM,oxford industries,us
3484,PNC,PNC,pnc financial services group,us
3485,PPG,PPG,ppg industries,us
3486,PCAR,PCAR,paccar,us
3487,PCG,PCG,pge,us
3488,SRE,SRE,sempra energy,us
3489,PAR,PAR,par technology,us
3490,PKOH,PKOH,parkohio holdings,us
3491,PH,PH,parkerhannifin,us
3492,PATK,PATK,patrick industries,us
3493,PAYX,PAYX,paychex,us
3494,PVAC,PVAC,penn virginia,us
3495,PPL,PPL,ppl,us
3496,PNR,PNR,pentair,us
3497,PEP,PEP,pepsico,us
3498,TPC,TPC,tutor perini,us
3499,PDCE,PDCE,pdc energy,us
3500,PFE,PFE,pfizer,us
3501,EXC,EXC,exelon,us
3502,WTRG,WTRG,essential utilities,us
3503,MO,MO,altria group,us
3504,COP,COP,conocophillips,us
3505,PVH,PVH,pvh,us
3506,AGYS,AGYS,agilysys,us
3507,PIPR,PIPR,piper sandler companies,us
3508,PBI,PBI,pitney bowes,us
3509,PLT,PLT,plantronics,us
3510,POWL,POWL,powell industries,us
3511,PG,PG,procter gamble,us
3512,PNM,PNM,pnm resources,us
3513,PEG,PEG,public service enterprise group,us
3514,PHM,PHM,pultegroup,us
3515,AGX,AGX,argan,us
3516,KWR,KWR,quaker chemical,us
3517,NXGN,NXGN,nextgen healthcare,us
3518,QMCO,QMCO,quantum,us
3519,RJF,RJF,raymond james financial,us
3520,RES,RES,rpc,us
3521,RPM,RPM,rpm international,us
3522,RAVN,RAVN,raven industries,us
3523,RBC,RBC,regal beloit,us
3524,RGS,RGS,regis,us
3525,AN,AN,autonation,us
3526,RAD,RAD,rite aid,us
3527,ROK,ROK,rockwell automation,us
3528,ROG,ROG,rogers,us
3529,ROL,ROL,rollins,us
3530,ROST,ROST,ross stores,us
3531,RGLD,RGLD,royal gold,us
3532,R,R,ryder system,us
3533,SEIC,SEIC,sei investments,us
3534,SJW,SJW,sjw group,us
3535,SLB,SLB,schlumberger,us
3536,APPS,APPS,digital turbine,us
3537,SEE,SEE,sealed air,us
3538,IIN,IIN,intricon,us
3539,SMTC,SMTC,semtech,us
3540,SCI,SCI,service international,us
3541,SHEN,SHEN,shenandoah telecommunications,us
3542,SHW,SHW,sherwinwilliams,us
3543,AOS,AOS,a o smith,us
3544,SJM,SJM,j m smucker,us
3545,SNA,SNA,snapon,us
3546,KEY,KEY,keycorp,us
3547,SON,SON,sonoco products,us
3548,SJI,SJI,south jersey industries,us
3549,EIX,EIX,edison international,us
3550,AWR,AWR,american states water,us
3551,SO,SO,southern,us
3552,LUV,LUV,southwest airlines,us
3553,SWX,SWX,southwest gas holdings,us
3554,T,T,att,us
3555,SWN,SWN,southwestern energy,us
3556,SHYF,SHYF,shyft group,us
3557,STAA,STAA,staar surgical,us
3558,SMP,SMP,standard motor products,us
3559,SXI,SXI,standex international,us
3560,SWK,SWK,stanley black decker,us
3561,STT,STT,state street,us
3562,SCL,SCL,stepan,us
3563,SYK,SYK,stryker,us
3564,NAVI,NAVI,navient,us
3565,RGR,RGR,sturm ruger,us
3566,SYY,SYY,sysco,us
3567,ATI,ATI,allegheny technologies,us
3568,TFX,TFX,teleflex,us
3569,TDS,TDS,telephone data systems,us
3570,TNC,TNC,tennant,us
3571,TEN,TEN,tenneco,us
3572,TER,TER,teradyne,us
3573,TXN,TXN,texas instruments,us
3574,TXT,TXT,textron,us
3575,TMO,TMO,thermo fisher scientific,us
3576,THO,THO,thor industries,us
3577,TDW,TDW,tidewater,us
3578,SIX,SIX,six flags entertainment,us
3579,TKR,TKR,timken,us
3580,GL,GL,globe life,us
3581,TTC,TTC,toro,us
3582,TRNS,TRNS,transcat,us
3583,TRN,TRN,trinity industries,us
3584,TYL,TYL,tyler technologies,us
3585,TSN,TSN,tyson foods,us
3586,UAL,UAL,united airlines holdings,us
3587,UGI,UGI,ugi,us
3588,UFI,UFI,unifi,us
3589,UNF,UNF,unifirst,us
3590,AEE,AEE,ameren,us
3591,UNP,UNP,union pacific,us
3592,UNH,UNH,unitedhealth group,us
3593,UMBF,UMBF,umb financial,us
3594,UPS,UPS,united parcel service,us
3595,RTX,RTX,raytheon technologies,us
3596,SGMS,SGMS,scientific games,us
3597,UTL,UTL,unitil,us
3598,SXT,SXT,sensient technologies,us
3599,UHS,UHS,universal health services,us
3600,VFC,VFC,vf,us
3601,VSEC,VSEC,vse,us
3602,VMI,VMI,valmont industries,us
3603,VECO,VECO,veeco instruments,us
3604,VSH,VSH,vishay intertechnology,us
3605,VMC,VMC,vulcan materials,us
3606,WDFC,WDFC,wd40,us
3607,WMT,WMT,walmart,us
3608,WBA,WBA,walgreens boots alliance,us
3609,AVA,AVA,avista,us
3610,WSO,WSO,watsco,us
3611,WST,WST,west pharmaceutical services,us
3612,WDC,WDC,western digital,us
3613,WHR,WHR,whirlpool,us
3614,WMB,WMB,williams companies,us
3615,WSM,WSM,williamssonoma,us
3616,WGO,WGO,winnebago industries,us
3617,WEC,WEC,wec energy group,us
3618,LNT,LNT,alliant energy,us
3619,WWW,WWW,wolverine world wide,us
3620,WWD,WWD,woodward,us
3621,FL,FL,foot locker,us
3622,WOR,WOR,worthington industries,us
3623,XRX,XRX,xerox holdings,us
3624,YORW,YORW,york water,us
3625,SPB,SPB,spectrum brands holdings,us
3626,TJX,TJX,tjx companies,us
3627,ZION,ZION,zions bancorporation national association,us
3628,OSK,OSK,oshkosh,us
3629,QLYS,QLYS,qualys,us
3630,SF,SF,stifel financial,us
3631,OVV,OVV,ovintiv,us
3632,LCII,LCII,lci industries,us
3633,JKHY,JKHY,jack henry associates,us
3634,ASB,ASB,associated banccorp,us
3635,NMIH,NMIH,nmi holdings,us
3636,TFC,TFC,truist financial,us
3637,VLY,VLY,valley national bancorp,us
3638,FMBI,FMBI,first midwest bancorp,us
3639,BIG,BIG,big lots,us
3640,MS,MS,morgan stanley,us
3641,TROW,TROW,t rowe price group,us
3642,MSFT,MSFT,microsoft,us
3643,ORCL,ORCL,oracle,us
3644,COTY,COTY,coty,us
3645,RGEN,RGEN,repligen,us
3646,XOMA,XOMA,xoma,us
3647,ASTE,ASTE,astec industries,us
3648,WERN,WERN,werner enterprises,us
3649,AMWD,AMWD,american woodmark,us
3650,HOG,HOG,harleydavidson,us
3651,SKYW,SKYW,skywest,us
3652,TOL,TOL,toll brothers,us
3653,POR,POR,portland general electric,us
3654,IT,IT,gartner,us
3655,WTS,WTS,watts water technologies,us
3656,NVR,NVR,nvr,us
3657,INT,INT,world fuel services,us
3658,CLFD,CLFD,clearfield,us
3659,ATUS,ATUS,altice usa,us
3660,ADBE,ADBE,adobe,us
3661,EHC,EHC,encompass health,us
3662,CNO,CNO,cno financial group,us
3663,MRTN,MRTN,marten transport,us
3664,FISV,FISV,fiserv,us
3665,KBH,KBH,kb home,us
3666,ABEO,ABEO,abeona therapeutics,us
3667,UNM,UNM,unum group,us
3668,PPC,PPC,pilgrim's pride,us
3669,CLGX,CLGX,corelogic,us
3670,JJSF,JJSF,j j snack foods,us
3671,HTLD,HTLD,heartland express,us
3672,CERN,CERN,cerner,us
3673,ICAD,ICAD,icad,us
3674,MKL,MKL,markel,us
3675,OSUR,OSUR,orasure technologies,us
3676,PLXS,PLXS,plexus,us
3677,SNV,SNV,synovus financial,us
3678,RDNT,RDNT,radnet,us
3679,JACK,JACK,jack in box,us
3680,PLAB,PLAB,photronics,us
3681,KRMD,KRMD,repro med systems,us
3682,SAFM,SAFM,sanderson farms,us
3683,PGR,PGR,progressive,us
3684,RLI,RLI,rli,us
3685,CDNS,CDNS,cadence design systems,us
3686,BRY,BRY,berry,us
3687,CCL,CCL,carnival,us
3688,MBI,MBI,mbia,us
3689,MIDD,MIDD,middleby,us
3690,CRMT,CRMT,america's carmart,us
3691,ABMD,ABMD,abiomed,us
3692,CNMD,CNMD,conmed,us
3693,XRAY,XRAY,dentsply sirona,us
3694,VIACA,VIACA,viacomcbs,us
3695,VIAC,VIAC,viacomcbs,us
3696,ZTS,ZTS,zoetis,us
3697,HRTX,HRTX,heron therapeutics,us
3698,FICO,FICO,fair isaac,us
3699,COOP,COOP,mr cooper group,us
3700,VGR,VGR,vector group,us
3701,SCHW,SCHW,charles schwab,us
3702,CLH,CLH,clean harbors,us
3703,AIN,AIN,albany international,us
3704,CYBE,CYBE,cyberoptics,us
3705,MITK,MITK,mitek systems,us
3706,FULT,FULT,fulton financial,us
3707,BXS,BXS,bancorpsouth bank,us
3708,FAST,FAST,fastenal,us
3709,WABC,WABC,westamerica bancorporation,us
3710,MXIM,MXIM,maxim integrated products,us
3711,HLF,HLF,herbalife nutrition,us
3712,FRC,FRC,first republic bank,us
3713,APH,APH,amphenol,us
